posicion,indice,keyword,vertical,tipo_keyword
11616,13004,colageno con vitamina b12,Salud y Belleza,modelo_producto
11617,9216,pantalon talle l,Indumentaria y Calzado,categoria_generica
11618,3548,freidora de aire winco,Electro y Tecno,modelo_producto
11619,7218,archos celular,Electro y Tecno,categoria_generica
11620,11626,tender aluminio plegable,Deporte y Fitness,categoria_atributo
11621,5402,carpa para 10 personas,Deporte y Fitness,modelo_producto
11622,3778,tetera con infusor,"Muebles, Hogar y Deco",categoria_generica
11623,9930,hp generador eléctrico 7500 watts,Electro y Tecno,modelo_producto
11624,4172,heladera puerta reversible,Electro y Tecno,categoria_generica
11625,4362,barra led con sensor de movimiento,"Muebles, Hogar y Deco",modelo_producto
11626,1539,vitroconvectores,Electro y Tecno,modelo_producto
11627,1136,fifa 25,Electro y Tecno,categoria_generica
11628,6594,cava vondom 6 botellas,Electro y Tecno,modelo_producto
11629,994,apple cable lightning,Electro y Tecno,categoria_marca
11630,8277,mueble con puertas,"Muebles, Hogar y Deco",categoria_generica
11631,10797,cafetera de stitch,Electro y Tecno,categoria_generica
11632,3470,lavasecarropas drean 11 kg,Electro y Tecno,modelo_producto
11633,10125,tv aoc 55 pulgadas,Electro y Tecno,categoria_atributo
11634,13050,perfume chic,Salud y Belleza,categoria_generica
11635,1140,ventilador retractil,Electro y Tecno,categoria_generica
11636,11428,aire acondicionado 5300 watts,Electro y Tecno,modelo_producto
11637,4546,baby yoda peluche,Bebes y Niños,categoria_generica
11638,12751,colores faber castell 12,"Muebles, Hogar y Deco",modelo_producto
11639,785,monitores,Electro y Tecno,modelo_producto
11640,3182,reloj sumergible mujer,Electro y Tecno,categoria_generica
11641,12811,bacha piazza a117,"Muebles, Hogar y Deco",categoria_generica
11642,3147,adaptador de wifi para pc,"Muebles, Hogar y Deco",categoria_atributo
11643,6998,bicicleta sbk,Deporte y Fitness,categoria_generica
11644,10059,aire acondicionado tcl 3300,Electro y Tecno,modelo_producto
11645,1397,heladeras freezers y cavas,Electro y Tecno,categoria_generica
11646,10259,iphone xr coral,Electro y Tecno,categoria_marca
11647,789,samsung galaxy j2 core,Electro y Tecno,modelo_producto
11648,9167,licuadora moretti,Electro y Tecno,categoria_generica
11649,12942,sikafill termico,"Muebles, Hogar y Deco",categoria_generica
11650,2546,samsung 65 pulgadas 4k,Electro y Tecno,modelo_producto
11651,11513,juguete de platos playos,Bebes y Niños,modelo_producto
11652,13057,crema ojos aifeg celyz anti,Salud y Belleza,modelo_producto
11653,4017,saca leche electrico avent,Electro y Tecno,categoria_atributo
11654,10813,buclera winco,Salud y Belleza,categoria_generica
11655,1378,crique para auto,Autos y Motos,categoria_generica
11656,975,cortadoras de fiambre,Electro y Tecno,categoria_generica
11657,934,lenovo legion 5,Electro y Tecno,modelo_producto
11658,11122,perchero de acero inoxidable,"Muebles, Hogar y Deco",modelo_producto
11659,1956,juguete mamadera anticolicos,Bebes y Niños,categoria_generica
11660,2623,tv box,Electro y Tecno,categoria_generica
11661,8637,impresora hp laserjet pro m12w,Electro y Tecno,modelo_producto
11662,12702,fila action,Indumentaria y Calzado,categoria_generica
11663,11245,biblioteca escalera,"Muebles, Hogar y Deco",categoria_generica
11664,3603,dvd philips,Electro y Tecno,categoria_marca
11665,10329,jimmy choo fever,Electro y Tecno,categoria_generica
11666,621,amazon echo dot 5th gen,Electro y Tecno,modelo_producto
11667,2152,auto smart,Autos y Motos,categoria_atributo
11668,2048,samsung a71,Electro y Tecno,modelo_producto
11669,9140,polaroid 600,Electro y Tecno,categoria_generica
11670,2185,termotanque sherman 120 litros,Electro y Tecno,categoria_atributo
11671,8749,llave saca filtro de aceite,Electro y Tecno,modelo_producto
11672,2483,vaporizador de prendas,Salud y Belleza,categoria_generica
11673,8969,funda moto g72,Electro y Tecno,categoria_generica
11674,12653,zapatillas 47 street lately,Indumentaria y Calzado,modelo_producto
11675,6391,sillon de camping,"Muebles, Hogar y Deco",categoria_generica
11676,2273,bateria de cocina hudson,"Muebles, Hogar y Deco",modelo_producto
11677,8561,barra de sonido gadnic,Electro y Tecno,modelo_producto
11678,10741,cortadora de cercos,Electro y Tecno,categoria_generica
11679,7803,lenovo thinkpad t14s,Electro y Tecno,modelo_producto
11680,6470,juguete letras imantadas,Bebes y Niños,categoria_generica
11681,10489,hp notebook pentium,Electro y Tecno,categoria_marca
11682,11640,rollers kuest,Deporte y Fitness,categoria_generica
11683,843,blackberry celular,Electro y Tecno,categoria_generica
11684,10006,cafetera oster gourmet collection,Electro y Tecno,modelo_producto
11685,2672,sylvanian families,"Muebles, Hogar y Deco",categoria_generica
11686,989,zte a56 pro,Electro y Tecno,categoria_generica
11687,528,motorola g6,Electro y Tecno,modelo_producto
11688,7534,juguete pony de goma,Bebes y Niños,modelo_producto
11689,6879,masajeador de cuello y hombros,Salud y Belleza,modelo_producto
11690,5531,micrófono gamer,Electro y Tecno,categoria_atributo
11691,12728,griferia fv cierre ceramico para baño,"Muebles, Hogar y Deco",modelo_producto
11692,1170,xs paco rabanne,Salud y Belleza,categoria_generica
11693,623,narguile,Electro y Tecno,modelo_producto
11694,5499,sensor movimiento exterior,Electro y Tecno,categoria_generica
11695,4737,caloventor atma de pared,Electro y Tecno,modelo_producto
11696,11218,mueble led,"Muebles, Hogar y Deco",categoria_generica
11697,9789,bicicleta lamborghini rodado 20,Deporte y Fitness,categoria_atributo
11698,1018,fujifilm x100vi,Electro y Tecno,categoria_generica
11699,2809,cafetera peabody smartchef,Electro y Tecno,categoria_marca
11700,692,xiaomi redmi note 15 pro,Electro y Tecno,modelo_producto
11701,11952,raqueta mata mosquitos easy,Deporte y Fitness,modelo_producto
11702,10446,kitchenaid artisan plus,Electro y Tecno,categoria_generica
11703,5410,spinosaurus juguete,Bebes y Niños,categoria_generica
11704,8866,xiaomi redmi 10s,Electro y Tecno,modelo_producto
11705,12709,mochila kawaii,Indumentaria y Calzado,categoria_generica
11706,10713,pico gas,Electro y Tecno,categoria_generica
11707,4389,vanitory 60 cm,"Muebles, Hogar y Deco",categoria_generica
11708,9982,reloj xiaomi mi band 4,Electro y Tecno,modelo_producto
11709,5612,juego de baño roca,"Muebles, Hogar y Deco",modelo_producto
11710,4686,termotanque señorial 95 litros,Electro y Tecno,categoria_atributo
11711,1002,lavarropas kanji,Electro y Tecno,categoria_generica
11712,4489,red clover,Salud y Belleza,categoria_generica
11713,656,microsoft joystick xbox one,Electro y Tecno,modelo_producto
11714,4887,freezer midea,Electro y Tecno,categoria_marca
11715,3658,anafe bosch,Electro y Tecno,categoria_generica
11716,3097,iphone 14 pro gold,Electro y Tecno,modelo_producto
11717,11200,pileta circular,"Muebles, Hogar y Deco",categoria_generica
11718,11649,battle 240,Deporte y Fitness,categoria_generica
11719,4622,heladera midea side by side,Electro y Tecno,modelo_producto
11720,5212,cafetera estilo italiano,Electro y Tecno,categoria_generica
11721,2574,terraja para caño de agua,Electro y Tecno,modelo_producto
11722,8453,juguete booster chicco,Bebes y Niños,categoria_generica
11723,3223,botella termica,Electro y Tecno,categoria_generica
11724,5396,muñeca ghoulia monster high,Bebes y Niños,modelo_producto
11725,5096,afeitadora braun serie 3,Salud y Belleza,modelo_producto
11726,4976,bacha johnson luxor si85,"Muebles, Hogar y Deco",modelo_producto
11727,2014,sony wh-1000xm4,Electro y Tecno,modelo_producto
11728,7117,exprimidor de jugos electrico,Electro y Tecno,categoria_atributo
11729,2608,alcatel 3h,Electro y Tecno,categoria_generica
11730,5937,organizador esquinero ducha,"Muebles, Hogar y Deco",categoria_generica
11731,3357,rare carbon afnan,Salud y Belleza,categoria_generica
11732,7890,batidora de pie smartlife,Electro y Tecno,modelo_producto
11733,5274,tostadora liliana,Electro y Tecno,categoria_marca
11734,9048,parlante ducha,Electro y Tecno,categoria_generica
11735,11845,auriculares samsung s20 fe,Electro y Tecno,modelo_producto
11736,10576,shower oil,Electro y Tecno,categoria_generica
11737,10768,samsung s90c,Electro y Tecno,modelo_producto
11738,221,sillon cama,"Muebles, Hogar y Deco",categoria_generica
11739,9103,samsung s23,Electro y Tecno,modelo_producto
11740,7799,aspiradora robot westinghouse,Electro y Tecno,categoria_generica
11741,7389,mate y bombilla stanley,"Muebles, Hogar y Deco",modelo_producto
11742,8479,puerta seguridad escalera,Bebes y Niños,categoria_generica
11743,11740,msi placa de video 3070 ti,Electro y Tecno,modelo_producto
11744,7271,cargador nfc,Electro y Tecno,categoria_atributo
11745,4872,logitech meetup,Electro y Tecno,categoria_generica
11746,2209,heladera lg inverter,Electro y Tecno,categoria_marca
11747,6421,colbert acqua,Salud y Belleza,categoria_generica
11748,8144,mochila jansport hatchet,Indumentaria y Calzado,categoria_generica
11749,7041,lenovo ideapad 320-15iap,Electro y Tecno,modelo_producto
11750,10954,escaleras para piletas,"Muebles, Hogar y Deco",categoria_generica
11751,8097,auriculares de boca,Electro y Tecno,categoria_generica
11752,4140,lg k8 2017,Electro y Tecno,modelo_producto
11753,6487,cascos y protectores,Deporte y Fitness,categoria_generica
11754,4713,lavarropas white westinghouse,Electro y Tecno,categoria_generica
11755,7681,horno eléctrico liliana 32 litros,Electro y Tecno,modelo_producto
11756,6436,bateria hudson granito,Autos y Motos,categoria_generica
11757,6021,cobertor para auto antigranizo,Autos y Motos,modelo_producto
11758,3862,compresor de aire de 50 litros,Bebes y Niños,categoria_atributo
11759,7520,pisos de goma simil madera,"Muebles, Hogar y Deco",modelo_producto
11760,6948,aire acondicionado color,Electro y Tecno,categoria_generica
11761,3770,venecitas pileta,"Muebles, Hogar y Deco",categoria_generica
11762,4002,heladera ariston no frost,Electro y Tecno,modelo_producto
11763,3881,juguete reja de malla,Bebes y Niños,modelo_producto
11764,3463,protector solar eucerin toque seco,Salud y Belleza,modelo_producto
11765,5210,freezer vertical electrolux,Electro y Tecno,categoria_marca
11766,16,freezers,Electro y Tecno,categoria_generica
11767,6522,calefactor 8000 calorias sin salida,Electro y Tecno,modelo_producto
11768,3860,aire acondicionado 8000 frigorías,Electro y Tecno,categoria_atributo
11769,4515,bloques y construccion,Bebes y Niños,categoria_generica
11770,6723,maquinita de pelo,Salud y Belleza,categoria_generica
11771,17,iphone 16 pro,Electro y Tecno,modelo_producto
11772,6717,parlante con luces,Electro y Tecno,categoria_generica
11773,9427,termo mate,"Muebles, Hogar y Deco",categoria_generica
11774,6158,monitor noblex 24,Electro y Tecno,modelo_producto
11775,5405,monopatin electrico niños,Deporte y Fitness,categoria_atributo
11776,2842,caloventor star trak,Electro y Tecno,categoria_generica
11777,4350,juego de cubiertos tramontina 24 piezas,"Muebles, Hogar y Deco",modelo_producto
11778,2216,parrilla circular para hornalla,Electro y Tecno,modelo_producto
11779,1005,anillo inteligente,Electro y Tecno,categoria_generica
11780,657,motorola edge 60 ultra,Electro y Tecno,modelo_producto
11781,9143,parlante philips,Electro y Tecno,categoria_marca
11782,10386,candado u para moto,Deporte y Fitness,modelo_producto
11783,6381,sillas de living,"Muebles, Hogar y Deco",categoria_generica
11784,7203,parlantes microlab,Electro y Tecno,categoria_generica
11785,7185,camara smart tech,Electro y Tecno,categoria_atributo
11786,6576,heladera drean 392 litros,Electro y Tecno,modelo_producto
11787,2296,eros perfume,Salud y Belleza,categoria_generica
11788,8470,juguete mesa didactica,Bebes y Niños,categoria_generica
11789,3635,reloj tactico,Electro y Tecno,categoria_generica
11790,3078,lavarropas electrolux 6.5 kg,Electro y Tecno,modelo_producto
11791,4574,linterna vincha recargable,Deporte y Fitness,categoria_generica
11792,7845,iphone 14 purpura,Electro y Tecno,modelo_producto
11793,9016,notebook viewsonic,Electro y Tecno,categoria_generica
11794,5587,reebok question mid,Indumentaria y Calzado,categoria_generica
11795,12640,zapatillas head evolution ottawa,Indumentaria y Calzado,modelo_producto
11796,12962,supermercado rondi,"Muebles, Hogar y Deco",categoria_generica
11797,7411,equipo de mate de river,"Muebles, Hogar y Deco",modelo_producto
11798,7886,pc de escritorio hp,Electro y Tecno,modelo_producto
11799,9040,compaq 18,Electro y Tecno,categoria_generica
11800,11443,nerf n strike elite,Bebes y Niños,modelo_producto
11801,12979,cetaphil limpiador facial piel grasa,Salud y Belleza,modelo_producto
11802,6291,scooter xiaomi,Electro y Tecno,categoria_marca
11803,6613,jbl wave 200,Electro y Tecno,modelo_producto
11804,7230,cinzano espumante,Electro y Tecno,categoria_generica
11805,8786,aire portatil sansei,Electro y Tecno,categoria_atributo
11806,2243,jbl 520,Electro y Tecno,modelo_producto
11807,12931,milan - novara,"Muebles, Hogar y Deco",categoria_generica
11808,6668,angel mugler mujer,Salud y Belleza,categoria_generica
11809,2856,lavasecarropas kanji,Electro y Tecno,categoria_generica
11810,12780,pileta mor 1500 litros,"Muebles, Hogar y Deco",categoria_atributo
11811,3476,adaptador hdmi a usb c,Electro y Tecno,modelo_producto
11812,9702,gallina bataraza peluche,Bebes y Niños,categoria_generica
11813,12604,hugsicles,"Muebles, Hogar y Deco",modelo_producto
11814,4183,ventilador de cuello,Electro y Tecno,categoria_generica
11815,1085,quercetina,Electro y Tecno,modelo_producto
11816,4994,vaso cafe stanley,"Muebles, Hogar y Deco",categoria_marca
11817,10866,multifunción hp,Electro y Tecno,categoria_marca
11818,12890,peirano pura,"Muebles, Hogar y Deco",categoria_generica
11819,1613,honor x8b,Electro y Tecno,categoria_generica
11820,110,motorola g73,Electro y Tecno,modelo_producto
11821,8843,samsung galaxy a14,Electro y Tecno,modelo_producto
11822,303,globo terraqueo,Electro y Tecno,categoria_generica
11823,12041,parlante portatil 12 pulgadas,Electro y Tecno,categoria_atributo
11824,10510,g7 plus motorola,Electro y Tecno,modelo_producto
11825,8376,bissell crosswave,Salud y Belleza,categoria_generica
11826,10436,talle 38 mujer,Electro y Tecno,categoria_generica
11827,2937,lamparas de techo,"Muebles, Hogar y Deco",categoria_generica
11828,3440,tp link re200,Deporte y Fitness,categoria_generica
11829,541,heladera electrolux no frost,Electro y Tecno,modelo_producto
11830,9268,termo stanley con pico vertedor,"Muebles, Hogar y Deco",modelo_producto
11831,849,olla pochoclera,Electro y Tecno,categoria_generica
11832,11533,juguete ojotas footy,Bebes y Niños,categoria_generica
11833,1190,xiaomi redmi note 9 pro,Electro y Tecno,modelo_producto
11834,10825,acer iconia,Electro y Tecno,categoria_marca
11835,7540,juguete nutria de peluche,Bebes y Niños,modelo_producto
11836,6898,pantogar,Salud y Belleza,modelo_producto
11837,1640,heladera bosch,Electro y Tecno,categoria_generica
11838,8959,sony inzone h9,Electro y Tecno,modelo_producto
11839,4328,zapatillas bullpadel mujer,Indumentaria y Calzado,categoria_generica
11840,425,placard puertas corredizas,"Muebles, Hogar y Deco",categoria_generica
11841,10543,ipad pro 12,Electro y Tecno,categoria_generica
11842,7239,samsung a70,Electro y Tecno,modelo_producto
11843,12009,aire acondicionado portatil jumbo,Electro y Tecno,categoria_atributo
11844,880,samsung s22 plus,Electro y Tecno,modelo_producto
11845,8014,splitter rj45,Electro y Tecno,categoria_generica
11846,13018,depiladora studio 9,Salud y Belleza,categoria_generica
11847,12796,pileta bestway 305 x 76,"Muebles, Hogar y Deco",modelo_producto
11848,3582,caloventor liliana cfh420,Electro y Tecno,modelo_producto
11849,1276,calefactor tiro natural,Electro y Tecno,categoria_generica
11850,5617,mueble botinero,"Muebles, Hogar y Deco",categoria_generica
11851,1323,philco minicomponente,Electro y Tecno,categoria_marca
11852,5154,bicicleta niña rodado 16,Deporte y Fitness,categoria_atributo
11853,7719,termotanque bgh 40 litros,Electro y Tecno,modelo_producto
11854,4263,telefunken 32,Electro y Tecno,categoria_generica
11855,11523,figura funko soda,Bebes y Niños,categoria_generica
11856,706,planchita de pelo profesional,Salud y Belleza,categoria_atributo
11857,11983,funda para huawei p9 lite,Electro y Tecno,modelo_producto
11858,8778,singer florencia 65,Electro y Tecno,categoria_generica
11859,2532,poco x6 pro características,Electro y Tecno,modelo_producto
11860,11093,cama 1 plaza,"Muebles, Hogar y Deco",categoria_generica
11861,2772,calefon electrico 50 litros,Electro y Tecno,categoria_atributo
11862,6454,juguete monopatin philco,Deporte y Fitness,categoria_marca
11863,9573,bateria monopatin,Autos y Motos,categoria_generica
11864,12239,alloy origins 65,Electro y Tecno,categoria_generica
11865,12786,acolchado corderito 1 plaza,"Muebles, Hogar y Deco",modelo_producto
11866,13010,perfume 5ta avenida,Salud y Belleza,categoria_generica
11867,12621,cafetera unnic espresso molinillo digital,Electro y Tecno,modelo_producto
11868,11614,mini compresor cycplus,Deporte y Fitness,categoria_generica
11869,5716,scooter,Deporte y Fitness,modelo_producto
11870,12341,batidora peabody smartchef,Electro y Tecno,categoria_marca
11871,1766,asus tuf a15,Electro y Tecno,modelo_producto
11872,3152,game stick lite,Electro y Tecno,categoria_generica
11873,8295,juego trabado,"Muebles, Hogar y Deco",categoria_generica
11874,7615,protector para aire acondicionado,Electro y Tecno,modelo_producto
11875,11498,juguete peluches de trolls,Bebes y Niños,modelo_producto
11876,13012,masajeador de pies philco,Salud y Belleza,modelo_producto
11877,12600,chromecast hdmi,Electro y Tecno,categoria_generica
11878,12458,samsung t290,Electro y Tecno,modelo_producto
11879,3024,juguete butaca britax,Bebes y Niños,categoria_generica
11880,2384,parlante harman kardon,Electro y Tecno,categoria_generica
11881,12279,parlante bluetooth kioto,Electro y Tecno,categoria_atributo
11882,11967,notebook gfast n-130,Electro y Tecno,modelo_producto
11883,3017,seca platos de acero inoxidable,"Muebles, Hogar y Deco",modelo_producto
11884,8048,molinillo de especias,Electro y Tecno,categoria_generica
11885,8303,tramontina dynamic,"Muebles, Hogar y Deco",categoria_generica
11886,12693,head shanghai,Indumentaria y Calzado,categoria_generica
11887,1506,perfume olympea mujer,Salud y Belleza,categoria_generica
11888,2633,lenovo g480,Electro y Tecno,modelo_producto
11889,1073,notebook hp,Electro y Tecno,categoria_marca
11890,12553,tostadora bkf,Electro y Tecno,categoria_generica
11891,3574,estufa para gas natural,Electro y Tecno,modelo_producto
11892,12546,hikvision e1000,Electro y Tecno,categoria_generica
11893,1330,xiaomi 12c,Electro y Tecno,modelo_producto
11894,1678,sommier world,"Muebles, Hogar y Deco",categoria_generica
11895,5442,cafetera smartlife 3 en 1,Electro y Tecno,modelo_producto
11896,3235,licuadora mondial,Electro y Tecno,categoria_generica
11897,11555,juguete cubiertos,Bebes y Niños,categoria_generica
11898,12868,bomba de desagote sumergible,"Muebles, Hogar y Deco",modelo_producto
11899,2259,mini pimer mixer 200w multiprocesadora,Electro y Tecno,categoria_atributo
11900,11893,samsung a23 5g personal,Electro y Tecno,modelo_producto
11901,4253,microondas likon,Electro y Tecno,categoria_generica
11902,4094,iphone funda transparente,Electro y Tecno,categoria_marca
11903,6500,talle 20 bicicleta,Deporte y Fitness,categoria_generica
11904,13038,kassel masajeador,Salud y Belleza,categoria_generica
11905,6587,playstation god eater 2,Electro y Tecno,modelo_producto
11906,12952,suavegom preston,"Muebles, Hogar y Deco",categoria_generica
11907,1849,antiparras ski,Electro y Tecno,categoria_generica
11908,690,sacapelusas,Electro y Tecno,modelo_producto
11909,3889,zocalo burlete para puerta,Bebes y Niños,modelo_producto
11910,3810,citrato de magnesio natural whey,Salud y Belleza,modelo_producto
11911,5859,heladera con freezer,Electro y Tecno,categoria_generica
11912,1192,redmi buds 6 pro,Electro y Tecno,modelo_producto
11913,7212,microfono con brazo,Electro y Tecno,categoria_generica
11914,10448,turbo liliana 20,Electro y Tecno,modelo_producto
11915,3276,mochila boca de pez,Indumentaria y Calzado,modelo_producto
11916,3774,colchon 90x190,"Muebles, Hogar y Deco",categoria_generica
11917,2654,cascadas,"Muebles, Hogar y Deco",modelo_producto
11918,6094,smart tv kanji 32 características,Electro y Tecno,categoria_atributo
11919,3143,electrolux licuadora personal,Electro y Tecno,categoria_marca
11920,10523,parrilla movil con ruedas,Electro y Tecno,modelo_producto
11921,1017,alarma x28,Electro y Tecno,categoria_generica
11922,2308,juguete pelotero bebe,Bebes y Niños,categoria_generica
11923,1255,amor amor perfume,Salud y Belleza,categoria_generica
11924,4487,secador atma,Salud y Belleza,categoria_marca
11925,11381,bateria xiaomi note 6 pro,Electro y Tecno,modelo_producto
11926,1642,anafe vitroceramico,Electro y Tecno,categoria_generica
11927,3719,tiras led,"Muebles, Hogar y Deco",categoria_generica
11928,583,samsung galaxy a55,Electro y Tecno,modelo_producto
11929,8146,zapatillas avia mujer,Indumentaria y Calzado,categoria_generica
11930,915,dji mini 4k,Electro y Tecno,categoria_generica
11931,2322,carro plegable,Deporte y Fitness,categoria_atributo
11932,12311,stanley 1.5,Electro y Tecno,modelo_producto
11933,6342,wok hudson 28 cm,"Muebles, Hogar y Deco",modelo_producto
11934,8837,epson xp 441,Electro y Tecno,categoria_generica
11935,7747,planchita bellissima b9 100,Electro y Tecno,modelo_producto
11936,10365,botella stanley aerolight,Electro y Tecno,categoria_marca
11937,4852,juguera electrica,Electro y Tecno,categoria_atributo
11938,2679,frascos hermeticos,"Muebles, Hogar y Deco",categoria_generica
11939,7269,estufa crivel,Electro y Tecno,categoria_generica
11940,6672,ventilador de pie philco,Electro y Tecno,modelo_producto
11941,11644,rollers ferrari,Deporte y Fitness,categoria_generica
11942,5115,masajeador de madera,Salud y Belleza,categoria_generica
11943,6947,juguete joie elevate,Bebes y Niños,categoria_generica
11944,7801,tostadora pan frances,Electro y Tecno,categoria_generica
11945,7044,cable iphone tipo c,Electro y Tecno,modelo_producto
11946,447,juguete pistola de burbujas,Bebes y Niños,modelo_producto
11947,219,afeitadoras,Salud y Belleza,modelo_producto
11948,5754,impresora hp multifuncion wifi,Electro y Tecno,modelo_producto
11949,6220,lapiz corta vidrio,Electro y Tecno,categoria_generica
11950,5700,pelota de goma espuma,Deporte y Fitness,modelo_producto
11951,1245,cuchillos tramontina,"Muebles, Hogar y Deco",categoria_generica
11952,5000,balde centrifugo con pedal,"Muebles, Hogar y Deco",modelo_producto
11953,7078,jbl tune 720 bt,Electro y Tecno,modelo_producto
11954,7919,scanner kodak i940,Electro y Tecno,categoria_generica
11955,671,auriculares redmi,Electro y Tecno,categoria_marca
11956,10672,asus e410,Electro y Tecno,modelo_producto
11957,1738,termotanque escorial 55 litros,Electro y Tecno,categoria_atributo
11958,1633,kanji home,Electro y Tecno,categoria_generica
11959,1149,xiaomi a5,Electro y Tecno,modelo_producto
11960,2285,tiras de listerine,"Muebles, Hogar y Deco",categoria_generica
11961,3819,fantasy britney spears,Salud y Belleza,categoria_generica
11962,1620,router huawei,Electro y Tecno,categoria_generica
11963,1115,lavado,Electro y Tecno,modelo_producto
11964,5695,juguete labubu peluche,Bebes y Niños,categoria_generica
11965,3225,rallador manual,Electro y Tecno,categoria_generica
11966,2585,motorola e6 plus,Electro y Tecno,modelo_producto
11967,7503,bateria one vision,Autos y Motos,categoria_generica
11968,12744,toalla deportiva siempre fria,"Muebles, Hogar y Deco",modelo_producto
11969,946,freidora atma,Electro y Tecno,categoria_marca
11970,6616,dell inspiron 3501,Electro y Tecno,modelo_producto
11971,7238,garmin music,Electro y Tecno,categoria_generica
11972,11183,mate montagne,"Muebles, Hogar y Deco",categoria_generica
11973,12706,cyclone montagne,Indumentaria y Calzado,categoria_generica
11974,7777,heladera drean 300 litros,Electro y Tecno,modelo_producto
11975,2181,freidora de aire 12 litros,Electro y Tecno,categoria_atributo
11976,8914,haylou solar plus,Electro y Tecno,categoria_generica
11977,3442,kit enfermeria,Deporte y Fitness,categoria_generica
11978,12673,zapatillas warp topper,Indumentaria y Calzado,categoria_marca
11979,3713,escoba electrica,"Muebles, Hogar y Deco",categoria_atributo
11980,3512,hp laser 107a,Electro y Tecno,modelo_producto
11981,647,fidelite argan,Salud y Belleza,categoria_generica
11982,4224,archer c60,Electro y Tecno,categoria_generica
11983,11223,bacha discapacitados,"Muebles, Hogar y Deco",categoria_generica
11984,7775,aspiradora electrolux sin bolsa,Electro y Tecno,modelo_producto
11985,6899,juguete mini cooper a bateria,Bebes y Niños,modelo_producto
11986,5992,la roche posay anthelios oil correct,Salud y Belleza,modelo_producto
11987,8908,horno general electric,Electro y Tecno,categoria_generica
11988,1666,sillon reclinable 1 cuerpo,"Muebles, Hogar y Deco",modelo_producto
11989,1179,juguete pistola hidrogel,Bebes y Niños,categoria_generica
11990,9964,smart tv philco 50 características,Electro y Tecno,modelo_producto
11991,2572,horno electrico whirlpool,Electro y Tecno,categoria_marca
11992,10699,minicomponente daewoo,Electro y Tecno,categoria_generica
11993,9935,horno eléctrico liliana 46 litros,Electro y Tecno,modelo_producto
11994,3326,barral para baño,"Muebles, Hogar y Deco",categoria_generica
11995,4272,caloventor portatil,Electro y Tecno,categoria_atributo
11996,10659,tcl f5000,Electro y Tecno,categoria_generica
11997,11869,maquina de coser toyota familiar,Electro y Tecno,modelo_producto
11998,1654,calefactor ctz 4000kc linea compacta,Electro y Tecno,modelo_producto
11999,2214,zte blade a33,Electro y Tecno,categoria_generica
12000,1168,cool water davidoff,Salud y Belleza,categoria_generica
12001,12025,freidora moulinex 3 litros,Electro y Tecno,modelo_producto
12002,2268,base de sommier 1 plaza,"Muebles, Hogar y Deco",modelo_producto
12003,12312,skullcandy indy evo,Electro y Tecno,categoria_generica
12004,8231,cocina electrica peabody,Electro y Tecno,categoria_marca
12005,12879,piazza emblem 10016,"Muebles, Hogar y Deco",categoria_generica
12006,3080,maquina de coser singer florencia 69,Electro y Tecno,modelo_producto
12007,1953,juguete mesa exterior,Bebes y Niños,categoria_generica
12008,3638,microfono vincha,Electro y Tecno,categoria_generica
12009,1270,bicicleta rodado 16 nena,Deporte y Fitness,categoria_atributo
12010,7884,celular lg k50,Electro y Tecno,modelo_producto
12011,9039,sangria botella,Electro y Tecno,categoria_generica
12012,10650,smart kanji,Electro y Tecno,categoria_atributo
12013,126,pelota de voley,Deporte y Fitness,categoria_generica
12014,10893,planchetita,Electro y Tecno,modelo_producto
12015,8230,copas champagne cristal,"Muebles, Hogar y Deco",categoria_generica
12016,4834,camara corporal,Electro y Tecno,categoria_generica
12017,4331,zapatillas 36,Indumentaria y Calzado,categoria_generica
12018,4076,xiaomi imilab kw66,Electro y Tecno,modelo_producto
12019,2995,dr althea 345,Salud y Belleza,categoria_generica
12020,11409,muñeca lol omg serie 2,Bebes y Niños,modelo_producto
12021,11318,masajeador de cuello shiatsu,Salud y Belleza,modelo_producto
12022,4395,sillas de madera plegables,"Muebles, Hogar y Deco",modelo_producto
12023,5202,samsung camara digital,Electro y Tecno,categoria_marca
12024,3482,cafetera oster perfect brew,Electro y Tecno,modelo_producto
12025,4193,cooler para celular,Electro y Tecno,categoria_generica
12026,8663,macbook air m1 silver,Electro y Tecno,modelo_producto
12027,9320,zapatero 24 pares,"Muebles, Hogar y Deco",categoria_generica
12028,9336,cocina usman carliplancha,Electro y Tecno,categoria_generica
12029,5138,juguete convertidor roku,Bebes y Niños,categoria_generica
12030,11996,smartwatch xiaomi imilab kw66,Electro y Tecno,modelo_producto
12031,12255,buclera gama spirale,Electro y Tecno,categoria_generica
12032,2507,amazfit gts 4 mini,Deporte y Fitness,modelo_producto
12033,7179,anafe electrico ariston,Electro y Tecno,categoria_atributo
12034,5234,horno de pan moulinex,Electro y Tecno,modelo_producto
12035,5772,campana tst nihuil,Electro y Tecno,categoria_generica
12036,12658,rip curl remeras hombre,Indumentaria y Calzado,modelo_producto
12037,9411,secaplatos de madera,"Muebles, Hogar y Deco",categoria_generica
12038,11031,respaldo para sommier de dos plazas,"Muebles, Hogar y Deco",modelo_producto
12039,11344,insense givenchy,Salud y Belleza,categoria_generica
12040,8983,hp motosierra kushiro,Electro y Tecno,categoria_marca
12041,283,playstation god of war ragnarok,Electro y Tecno,modelo_producto
12042,557,garmin forerunner 55,Electro y Tecno,categoria_generica
12043,767,samsung a17 5g,Electro y Tecno,modelo_producto
